DrugBank ID	Accession Numbers	Common name	CAS	UNII	Synonyms	InChI Key	Canonical_SMILES
	BRD-K51267267	BRD-K51267267				IMPBBHMDJCWLCX-QZTZHPFYSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C3=CC=CS3)OC1CN(C)CC4=CC(=C(C=C4)Cl)Cl)C(C)CO
	BRD-K51276371	aloisine				WVMANZPBOBRWCB-UHFFFAOYSA-N	CCCCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)OC
	BRD-K51290057	SA-792709				FOUVTBKPJRMLPE-UHFFFAOYSA-N	CC(C)(C)C1=CC(=CC(=C1)C(=O)C=CC2=CC=C(C=C2)C(=O)O)C(C)(C)C
	BRD-K51302260	KU-C103871				LULUFYSNKNUYNX-UHFFFAOYSA-N	C1=CC=C(C(=C1)N2C(=O)C3=C(S2)C=CC(=C3)F)Cl
	BRD-K51320264	BRD-K51320264				OHHJNGLKVUGETM-VMPITWQZSA-N	CC(C)C1=CC=C(C=C1)C=CC(=O)NC2=NCCS2
	BRD-K51377689	BRD-K51377689				PPVZUZPOOWQBMA-UHFFFAOYSA-N	CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CC=C4C(F)(F)F
	BRD-K51418664	mitomycin-c				NWIBSHFKIJFRCO-CDOIZDJWSA-N	CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
	BRD-K51443908	KU-C104486				SFNWNSAJWDYPJC-UHFFFAOYSA-N	COC1=CC=CC=C1C2=NN3C(=C2)N=C(C=C3N4CCN(CC4)C(=O)C5=COC=C5)C6=CC=CC=C6
	BRD-K51454562	BRD-K51454562				GEPQSEIVCGMSGO-BEXWAKDESA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3=CC=CC=C3)C(C)CO)C)CN(C)S(=O)(=O)C4=CC=C(C=C4)F
	BRD-K51476772	ST-638				YKLMGKWXBLSKPK-ZSOIEALJSA-N	CCOC1=CC(=CC(=C1O)CSC2=CC=CC=C2)C=C(C#N)C(=O)N
	BRD-K51541829	RO-25-6981				WVZSEUPGUDIELE-HTAPYJJXSA-N	CC(CN1CCC(CC1)CC2=CC=CC=C2)C(C3=CC=C(C=C3)O)O
	BRD-K51556300	BRD-K51556300				VYCOOHAMPRTWAW-UTLSLIQUSA-N	CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)CCCCCC(=O)NC3=CC=CC=C3N)OC1CN(C)CC4=CC=C(C=C4)C5=CC=CC=C5)C(C)CO
	BRD-K51557114	BRD-K51557114				YLEARPUNMCCKMP-DOFZRALJSA-N	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCC(=O)O
	BRD-K51575138	TPCA-1				SAYGKHKXGCPTLX-UHFFFAOYSA-N	C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F
	BRD-K51608872	BRD-K51608872				KEGAOGGMAQQKFO-UHFFFAOYSA-N	CN(C)C1=NC(=NC(=N1)N)CSC2=NN=NN2C3=CC=CC4=CC=CC=C43
	BRD-K51671335	sulpiride				BGRJTUBHPOOWDU-NSHDSACASA-N	CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
	BRD-K51677086	erythromycin				NSYZCCDSJNWWJL-IIAXFIMWSA-N	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O
	BRD-K51683034	BRD-K51683034				GVCORLQDBGAANB-YZNIXAGQSA-N	CC(C)(C)OC(=O)CCC12C(C3=CC=CC=C3CN(C1=O)CC=C)OC(=N2)C4=CC=C(C=C4)OCCCO
	BRD-K51696048	BRD-K51696048				FUGVWRCCVMXWPU-UHFFFAOYSA-N	C1=CC=C(C(=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)COC4=CC=C(C=C4)[N+](=O)[O-])Cl
	BRD-K51745483	BRD-K51745483				UKEAGBNVKRIELQ-UHFFFAOYSA-N	C1CC2=C(C1)C=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4C(=O)N3C5=CC=CC=C5
	BRD-K51751936	alfadolone				QRJOQYLXZPQQMX-FWROMSNXSA-N	CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C
	BRD-K51774655	BRD-K51774655				AAMJLKLREADUIZ-UHFFFAOYSA-N	COC1=CC2=NC3=C(C=C2C=C1)C=C(S3)C(=O)NC4=CC=C(C=C4)F
	BRD-K51781482	IKK3-inhibitor-IX				LDTAHRLHGHFHKP-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC
	BRD-K51791390	BRD-K51791390				UIWHTZIAIXNFGN-SFXKCFQESA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=C(C=C3)C4=NC=CS4)OC1CN(C)CC5=CC=C(C=C5)C(=O)NC6=CC=CC=C6N)C(C)CO
	BRD-K51816706	oxindole-I				SEZFNTZQMWJIAI-FLIBITNWSA-N	C1=CC=C2C(=C1)C(=CC3=CC=CN3)C(=O)N2
	BRD-K51896917	BRD-K51896917				HDPBJXKGFKDUCY-UHFFFAOYSA-N	CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)CC4
	BRD-K51918615	iodophenpropit				UBHYDQAARZKHEZ-UHFFFAOYSA-N	C1=CC(=CC=C1CCN=C(N)SCCCC2=CN=CN2)I
	BRD-K51941867	LM-1685				UBZBOEWMQPWUKB-UHFFFAOYSA-N	COC(=O)C1=CC2=C(N1CC3=CC=C(C=C3)Cl)C=CC(=C2)S(=O)(=O)C
	BRD-K52015643	deoxyrhapontin				MFMQRDLLSRLUJY-YMQHIKHWSA-N	COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O
	BRD-K52099002	BRD-K52099002				FHADXZSABCGRQM-PHSVBEEISA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)C(C)CO)C)CN(C)C(=O)C4CCCCC4
	BRD-K52111234	BRD-K52111234				RFGPXVMTNFVDAR-VDZJOXJSSA-N	CC1CN(C(=O)CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)OC1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)C(C)CO
	BRD-K52163391	BRD-K52163391				YSAGHWABSVWJSK-UHFFFAOYSA-N	CC1=C(SC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=C(ON=C4C)C
	BRD-K52219182	BRD-K52219182				UQDVRVNMIJAGRK-UHFFFAOYSA-N	CCCN1C(=O)C(=CN2C1=NC(=N2)N)C
	BRD-K52321331	BRD-K52321331				WGNVISLMPWGORV-SOFGYWHQSA-N	C1=CC(=C(C(=C1)F)C=CC2=C3C=CC=NC3=C(C=C2)O)F
	BRD-K52341396	BRD-K52341396				FMDSBLVNALNUMA-UHFFFAOYSA-N	CC1=C(C=C(C=C1)C(=O)OC2=COC(=CC2=O)CSC3=NC=CC(=N3)C)[N+](=O)[O-]
	BRD-K52394958	GR-159897				BANYJBHWTOJQDU-GDLZYMKVSA-N	COC1(CCN(CC1)CCC2=CNC3=C2C=C(C=C3)F)CS(=O)C4=CC=CC=C4
	BRD-K52446745	BRD-K52446745				UWISMMMGEUUKRE-UHFFFAOYSA-N	C1=CC(=C(C=C1NC(=S)NC2=NN=C(S2)C3=CC=NC=C3)Cl)Cl
	BRD-K52512893	SC-19220				KNURFLJTOUGOOQ-UHFFFAOYSA-N	CC(=O)NNC(=O)N1CC2=CC=CC=C2OC3=C1C=C(C=C3)Cl
	BRD-K52522949	NCH-51				MDYDGUOQFUQOGE-UHFFFAOYSA-N	CC(C)C(=O)SCCCCCCC(=O)NC1=NC(=CS1)C2=CC=CC=C2
	BRD-K52524742	BRD-K52524742				LWXJAEVJAMQEMW-UHFFFAOYSA-N	CC(C)(C)C1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N
	BRD-K52620403	STO-609				MYKOWOGZBMOVBJ-UHFFFAOYSA-N	C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O
	BRD-K52640952	BRD-K52640952				ORJDDOBAOGKRJV-CQSZACIVSA-N	COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3)O
	BRD-K52678950	BRD-K52678950				PINFVMBXAWOWAD-CSKARUKUSA-N	C1=CC=C2C(=C1)NC(=N2)C(=CC3=CC=CO3)C#N
	BRD-K52695588	BRD-K52695588				LQNSKJBGPBDDFD-KRWDZBQOSA-N	C1=CC=C(C=C1)C(C(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=CN3)N
	BRD-K52721684	PCO-400				WJBHHTPFTVKZCV-CVEARBPZSA-N	CC1(C(C(C2=C(O1)C=CC(=C2)C#N)OC3=CC(=O)CC3)O)C
	BRD-K52735702	cefdinir				RTXOFQZKPXMALH-RWFJUVPESA-N	C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
	BRD-K52751261	TAK-715				HEKAIDKUDLCBRU-UHFFFAOYSA-N	CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=CC(=C4)C
	BRD-K52800308	KU-C103658				XZZLYYYXSWYYKL-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=O)N(S2)C3=CC=C(C=C3)Cl
	BRD-K52801121	BRD-K52801121				FVBMANNWVHBCBY-FYQCMVGJSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC=C3)OC1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)C(C)CO
	BRD-K52831896	BRD-K52831896				HFYAGWLQLDEQBZ-BUUPBASBSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC(C)C)C(C)CO)C)CN(C)S(=O)(=O)C3=C(ON=C3C)C
	BRD-K52850071	JAK3-Inhibitor-II				CBIAKDAYHRWZCU-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC
	BRD-K52904470	BRD-K52904470				XVWCAOUMDSZQPB-WOJGMQOQSA-N	C1=CC(=CC(=C1)NC2=NC(=O)C(=CC3=CC=C(O3)C4=CC=C(C=C4)C(=O)O)S2)C(=O)O
	BRD-K52914903	BRD-K52914903				YTDSYMZJLPPOGB-OSOCVKALSA-N	CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3CCCCC3)OC1CN(C)C(=O)NC4=CC=C(C=C4)C(F)(F)F)C(C)CO
	BRD-K53011428	BRD-K53011428				AMDJEUDVWWVCPN-UHFFFAOYSA-N	C1=CC(=C(C=C1NC2=NN=C(S2)C3=CC=NC=C3)Cl)F
	BRD-K53032901	BRD-K53032901				RKGYJVASTMCSHZ-UHFFFAOYSA-N	C1=CC=C2C(=C1)NC3=C(S2)C=CC(=C3)C(F)(F)F
	BRD-K53142391	BRD-K53142391				NVLITKKXMUDXPW-UHFFFAOYSA-N	COC1=CC=CC(=C1)C2=NC(=NO2)C3=CC=C(C=C3)C(=O)O
	BRD-K53220666	trimetozine				XWVOEFLBOSSYGM-UHFFFAOYSA-N	COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOCC2
	BRD-K53263234	CITCO				ZQWBOKJVVYNKTL-AUEPDCJTSA-N	C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NOCC4=CC(=C(C=C4)Cl)Cl)Cl
	BRD-K53281329	SYK-inhibitor				JWQOJVOKBAAAAR-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC
	BRD-K53308430	SA-1017940				ZBLCOVKAEUNWGN-LWPQGVMLSA-N	CC1CN(C(=O)CC2=C(C=CC(=C2)N(C)C)OC1CN(C)CC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)C(C)CO
	BRD-K53327986	BRD-K53327986				MAHZWSVOOHLGKI-JTNFPWQOSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)C3=CC=NC=C3)C(C)CO)C)CN(C)C(=O)CCC(F)(F)F
	BRD-K53331454	BRD-K53331454				CXNLKZLAQNWXPX-UHFFFAOYSA-N	C1CCC(CC1)(C#N)NC(=O)C2=CC3=CC=CC=C3OC2=O
	BRD-K53335770	BRD-K53335770				BAQORPODJXBEJX-UHFFFAOYSA-N	COC1=CC(=CC=C1)S(=O)(=O)NC2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
	BRD-K53423944	BRD-K53423944				CHMQQIFPOIZPIJ-UHFFFAOYSA-N	C1CCC(CC1)N2C(=O)C=C(NC2=O)N3CCN(CC3)C4=CC(=CC=C4)Cl
	BRD-K53445087	BRD-K53445087				GDOSRNDUIMOPBJ-UHFFFAOYSA-N	CC(=NNC(=O)C)C1=CC=C(C=C1)NC(=O)C2CC2
	BRD-K53461563	BRD-K53461563				GPDDPZSDLKFTKG-UHFFFAOYSA-N	C1CN(CCC1C(=O)NCCCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br
	BRD-K53472085	BRD-K53472085				UTOLQRVJNWFUSN-GIJQJNRQSA-N	COC1=C(C(=CC(=C1)C=NN2C(=NNC2=S)C3CCCCC3)Br)O
	BRD-K53501402	BRD-K53501402				JVQYZDSRPVTFBX-KVSUUNMHSA-N	CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CN(C4=CC=CC=C43)C)OC1CN(C)CC5=CC6=C(C=C5)OCO6)C(C)CO
	BRD-K53523901	arctigenin				NQWVSMVXKMHKTF-JKSUJKDBSA-N	COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC
	BRD-K53545112	CNQX				RPXVIAFEQBNEAX-UHFFFAOYSA-N	C1=C(C(=CC2=C1NC(=O)C(=O)N2)[N+](=O)[O-])C#N
	BRD-K53561341	KIN001-220				AKSIZPIFQAYJGF-UHFFFAOYSA-N	CCN1CCN(CC1)C(=O)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5Cl)F
	BRD-K53566850	BRD-K53566850				ODKPRIUYEYROGE-UHFFFAOYSA-N	CC1=CC=CC=C1N2CCN(CC2)C3=NC=NC4=C3C=NN4CC5=CC=C(C=C5)Cl
	BRD-K53570330	carbofuran				DUEPRVBVGDRKAG-UHFFFAOYSA-N	CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C
	BRD-K53579868	KU-C103882				NBFFOCQKEJRAPM-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=O)N(S2)C3=C(C=C(C=C3)Cl)Cl
	BRD-K53592093	BRD-K53592093				QILUDTBVFILERX-CUMRGQLISA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)F)OC1CN(C)CC4=CC(=C(C=C4)Cl)Cl)C(C)CO
	BRD-K53595844	phenoxazine				TZMSYXZUNZXBOL-UHFFFAOYSA-N	C1=CC=C2C(=C1)NC3=CC=CC=C3O2
	BRD-K53610452	BRD-K53610452				YPKBHAMQCQAOQB-FZLAZKPRSA-N	CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)OC1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)C(C)CO
	BRD-K53638321	BRD-K53638321				QDRBVCQGVAHXBS-SQJKUQPUSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)C3CCCCC3)OC1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)C(C)CO
	BRD-K53653395	BRD-K53653395				QBTRNSWZTVNAIG-UHFFFAOYSA-N	CCOC1=C(C=C(C=C1)Cl)NC2=NC(=NC(=N2)NCCO)N3CCCC3
	BRD-K53732802	VU-0365118-1				LUHNHJZWUYWOMX-UHFFFAOYSA-N	C1=CC(=CC=C1CN2C3=C(C=C(C=C3)OC(F)(F)F)C(=O)C2=O)C4=CN=C(C=C4)Cl
	BRD-K53780220	BRD-K53780220				NIFSAJKTGRRAOJ-UHFFFAOYSA-N	C1COCCN1C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NCC5=NC6=CC=CC=C6N5
	BRD-K53790871	triamcinolone				YNDXUCZADRHECN-JNQJZLCISA-N	CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
	BRD-K53792571	inhibitor-BEC				OTJHLDXXJHAZTN-SCSAIBSYSA-N	B(CCSCC(C(=O)O)N)(O)O
	BRD-K53816294	BRD-K53816294				VPRUVRPQZVHKTA-OXYPMYLPSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)OC1CN(C)S(=O)(=O)C5=CC=C(C=C5)C)C(C)CO
	BRD-K53833301	BRD-K53833301				NRHTZNKUVVSOLR-UHFFFAOYSA-N	C1=CC=NC(=C1)C2=NN=C(N2CC3=CC=CO3)SCC4=C(C=C(C=C4)Cl)Cl
	BRD-K53855319	SRT-1720				GXDSSUIUJKSVED-UHFFFAOYSA-N	C1CN(CCN1)CC2=CC(=CC(=C2)NC(=O)C3=NC4=CC=CC=C4N=C3)C5=NC6=CC=CC=C6N5
	BRD-K53878242	MMPX				NBLBCGUCPBXKOV-UHFFFAOYSA-N	CC(C)CN1C2=C(C(=O)N(C1=O)C)NC(=N2)COC
	BRD-K53903639	CHEMBL-1222381				SYENTKHGMVKGAQ-UHFFFAOYSA-N	C1CC1NC(=O)C2=NOC(=C2)C3=CC=CS3
	BRD-K53913732	SB-408124				JTARFZSNUAGHRB-UHFFFAOYSA-N	CC1=CC(=C2C=C(C=C(C2=N1)F)F)NC(=O)NC3=CC=C(C=C3)N(C)C
	BRD-K53932786	BRD-K53932786				UHWSJFLFFIEREG-UHFFFAOYSA-N	CCSC1=NC(=NC(=N1)C(Cl)Cl)C2=CC=CC=C2
	BRD-K53959060	indirubin				HBDSHCUSXQATPO-UHFFFAOYSA-N	ON=C1C(Nc2ccccc12)=C3C(=O)Nc4ccccc34
	BRD-K53987533	fluphenazine				WHVNGICQKYBDDP-UHFFFAOYSA-N	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCCl
	BRD-K53987746	BRD-K53987746				CZWSVMYPLKKOOE-UHFFFAOYSA-N	CNC(=S)NN=CC1=C(C=NN1C2=C(C=C(C=C2)F)F)C(=O)OC
	BRD-K54006094	formoterol				BPZSYCZIITTYBL-ORAYPTAESA-N	CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
	BRD-K54018158	BRD-K54018158				MZEGQCZARRMPMR-UHFFFAOYSA-N	CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CCCC(=O)NC3=CC=C(C=C3)C(=O)O
	BRD-K54070802	BRD-K54070802				FEVKOYDOEFRIDM-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=O)N(S2)C3=CC(=CC=C3)S(=O)(=O)NC4=CC=CC=C4C(=O)O
	BRD-K54095730	CMPD-1				ODYAQBDIXCVKAE-UHFFFAOYSA-N	C1=CC=C(C(=C1)C2=CC=C(C=C2)CCCC(=O)NC3=CC=C(C=C3)O)F
	BRD-K54159704	BRD-K54159704				PIXILRNRMRRSLQ-ATIYNZHBSA-N	CC(C)(C)OC(=O)CCC1(C(OC(=N1)C2=CC=C(C=C2)OCCCO)C3=CC=CC=C3)C(=O)N
	BRD-K54168141	BRD-K54168141				XRFQRJXLBUIRJS-UHFFFAOYSA-N	CN(CC1=CC=CO1)C2=NC=NC3=C2C=C(C=C3)C4=CC(=CC=C4)OC
	BRD-K54210043	NS-1619				YLFMCMWKHSDUCT-UHFFFAOYSA-N	C1=CC2=C(C=C1C(F)(F)F)NC(=O)N2C3=C(C=CC(=C3)C(F)(F)F)O
	BRD-K54285697	BRD-K54285697				NWAOHTRJRZZISF-GMNHBYEWSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)C(C)CO)C)CN(C)C(=O)NC4=CC=C(C=C4)F
	BRD-K54330070	SB-202190				QHKYPYXTTXKZST-UHFFFAOYSA-N	C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O
	BRD-K54331210	BRD-K54331210				NQORNRXANZIMLI-UHFFFAOYSA-N	C1=CC(=C(C(=C1C2=NNC(=C2)C(=O)NCCO)Cl)Cl)Cl
	BRD-K54405293	BRD-K54405293				FOJIGPFBFSLRGR-UHFFFAOYSA-N	CNC1=NC(=C(C(=N1)NC2=CC=CC=C2)[N+](=O)[O-])N
	BRD-K54411430	robustic-acid				MBZKDBQDALOSRP-UHFFFAOYSA-N	CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=C(C(=O)O3)C4=CC=C(C=C4)OC)O)C
	BRD-K54462405	doxepin				ODQWQRRAPPTVAG-GZTJUZNOSA-N	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31
	BRD-K54470384	BRD-K54470384				OVAMOESLIVIBCJ-UHFFFAOYSA-N	CN1C2=CC=CC=C2N=C1NC3=NC4(CCCC4)C5=C(N3)CCCC5=O
	BRD-K54503842	JAS07-010				FFKOKIOJYNDYIL-SFHVURJKSA-N	CC1(C2=C(CC3N1C(=O)N(C3=O)CC4=CC=C(C=C4)F)C5=CC=CC=C5N2)C
	BRD-K54568510	PSH-013				ZTKRHVRDOBGROC-LJQANCHMSA-N	CC1(C2=C(CC3N1C(=O)N(C3=O)CC4=CC=C(C=C4)OC)C5=CC=CC=C5N2)C
	BRD-K54573313	BRD-K54573313				OPZGABDWAMELDZ-YUXHODLESA-N	CC(=CCCC(CO)C1CCC2(C1(CCC34C2CCC5C3(C4)C(CC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)O)C)C)CO
	BRD-K54657957	BRD-K54657957				DHEGSVVGUGJKAS-UHFFFAOYSA-N	C1=CC=C2C=C(C=CC2=C1)C3=NN=C(O3)SCC#CCOC(=O)C4=CC=CS4
	BRD-K54665485	R-59022				MFVJXLPANKSLLD-UHFFFAOYSA-N	CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=CC=C4)C5=CC=C(C=C5)F)CC3
	BRD-K54674054	BRD-K54674054				SIHGKWCNYKQFFR-LXKIIJEASA-N	CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC4=C(C=C3)OCO4)OC1CN(C)CC5=CC=C(C=C5)OC6=CC=CC=C6)C(C)CO
	BRD-K54687541	BRD-K54687541				SRGHBBMQHNSJOR-UHFFFAOYSA-N	CC(C)CN1C(=O)C=C(NC1=O)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F
	BRD-K54704028	BAY-36-7620				CVIRWLJKDBYYOG-MJGOQNOKSA-N	C=C1CC2COC(=O)C2(C1)CC3=CC4=CC=CC=C4C=C3
	BRD-K54708045	nTZDpa				VUPOTURDKDMIGQ-UHFFFAOYSA-N	C1=CC=C(C=C1)SC2=C(N(C3=C2C=C(C=C3)Cl)CC4=CC=C(C=C4)Cl)C(=O)O
	BRD-K54728231	endecaphyllin-x				JMPKPWBLQUWFHQ-LUAGPVBASA-N	C(C[N+](=O)[O-])C(=O)OCC1C(C(C(C(O1)O)OC(=O)CC[N+](=O)[O-])OC(=O)CC[N+](=O)[O-])OC(=O)CC[N+](=O)[O-]
	BRD-K54771420	glycocholic-acid				RFDAIACWWDREDC-RGWSMLPJSA-N	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
	BRD-K54822214	BRD-K54822214				RZUBMKQOOJPJTH-DYLHXGEVSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3CCCCC3)OC1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)C(C)CO
	BRD-K54987996	CAY-10578				FLSXICNYHDJIAW-UHFFFAOYSA-N	C(C(=O)O)N1C(=O)C2=C(C1=O)C(=C(C(=C2I)I)I)I
	BRD-K55034844	BRD-K55034844				LMXZFMAFJREVRG-UHFFFAOYSA-N	COC1=CC(=CC(=C1OC)OC)C2=CSC(=N2)N3CCC(CC3)C(=O)N
	BRD-K55070890	thiothixene				NIOGWJDNUIUWFG-WSVATBPTSA-N	CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3C2=CCCN4CCNCC4
	BRD-K55071917	BRD-K55071917				FMOSHIVCPVHAAN-GRKNLSHJSA-N	COCCCNC(=O)C1(C(OC(=N1)C2=CC=C(C=C2)OCCCO)C3=CC=CC=C3N=[N+]=[N-])CC4=CC=CC=C4CN=[N+]=[N-]
	BRD-K55116708	BRD-K55116708				XHCFGJIATIGRMD-RNDKRWLGSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC=C3)OC1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)C(C)CO
	BRD-K55127335	BRD-K55127335				RYEJSNBHBPXFLF-UHFFFAOYSA-N	COC1=CC(=C(C=C1)OC)C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)OC(F)F)OCC5CC5
	BRD-K55179756	BRD-K55179756				PEHWLDDZWQGNOT-DVHCVUMVSA-N	CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)OC1CN(C)S(=O)(=O)C4=CC=CC=C4)C(C)CO
	BRD-K55186349	BRD-K55186349				UASIRTUMPRQVFY-UHFFFAOYSA-N	C1=CN=C(N=C1)SCC2=CC(=O)C(=CO2)OC(=O)C3=CC=C(C=C3)[N+](=O)[O-]
	BRD-K55216615	BRD-K55216615				OTWVDUYNRRJNNO-OKILXGFUSA-N	
	BRD-K55395145	pemetrexed				GMUBVQYOVPTOHL-CYBMUJFWSA-N	C1=CC(=CC=C1CCC2=C3C(=NC(=NC3=O)N)N=C2)C(=O)NC(CCC(=O)O)C(=O)O
	BRD-K55420858	mirin				YBHQCJILTOVLHD-YVMONPNESA-N	C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O
	BRD-K55424922	anpirtoline				GGALEXMXDMUMDM-UHFFFAOYSA-N	C1CNCCC1SC2=NC(=CC=C2)Cl
	BRD-K55430733	WAY-629				OIGHTPDWPMLMGT-UHFFFAOYSA-N	C1CCC2=C(C1)C3=CC=CC4=C3N2CCNC4
	BRD-K55454768	TAS-301				KUEYYIJXBRWZIB-UHFFFAOYSA-N	COC1=CC=C(C=C1)C(=C2C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC
	BRD-K55462201	AM-404				IJBZOOZRAXHERC-DOFZRALJSA-N	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC1=CC=C(C=C1)O
	BRD-K55468218	spiperone				DKGZKTPJOSAWFA-UHFFFAOYSA-N	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
